neighbourhood_cleansed,latitude,longitude,property_type,room_type,price,number_of_reviews,review_scores_rating
South of Market,37.78049703,-122.3896545,Apartment,Entire home/apt,399,36,
South of Market,37.77433623,-122.4105582,House,Entire home/apt,600,0,
South of Market,37.77576707,-122.4086661,Townhouse,Entire home/apt,250,20,
South of Market,37.77628372,-122.4083661,Apartment,Entire home/apt,350,1,
South of Market,37.78018909,-122.406009,Apartment,Entire home/apt,600,20,
South of Market,37.77719287,-122.4087119,House,Entire home/apt,220,102,
South of Market,37.78162248,-122.3891725,Apartment,Entire home/apt,384,0,
South of Market,37.77742581,-122.4125025,Apartment,Private room,100,1,
South of Market,37.78164019,-122.390026,Apartment,Entire home/apt,200,2,
South of Market,37.7778584,-122.4117759,Apartment,Private room,180,31,
South of Market,37.78990112,-122.3905088,Apartment,Private room,140,13,
South of Market,37.77485047,-122.390484,Apartment,Private room,149,20,
South of Market,37.77842834,-122.3942366,Apartment,Entire home/apt,500,73,
South of Market,37.77863148,-122.3940244,Apartment,Entire home/apt,2000,1,
South of Market,37.77534182,-122.3931802,Apartment,Private room,120,7,
South of Market,37.78675331,-122.3926437,Apartment,Private room,134,1,
South of Market,37.7772942,-122.4047064,Apartment,Entire home/apt,250,1,
South of Market,37.77918378,-122.4060828,Loft,Private room,159,22,
South of Market,37.77311621,-122.4170064,Apartment,Entire home/apt,250,0,
South of Market,37.7879173,-122.3914536,Apartment,Shared room,175,3,
South of Market,37.78013391,-122.4034993,Apartment,Entire home/apt,199,9,
South of Market,37.76930836,-122.3883795,Apartment,Entire home/apt,225,13,
South of Market,37.78406587,-122.4070673,Condominium,Entire home/apt,699,24,
South of Market,37.77482774,-122.387754,Apartment,Entire home/apt,220,2,
South of Market,37.77568021,-122.4107634,Condominium,Entire home/apt,275,20,
South of Market,37.77558501,-122.4120875,Condominium,Private room,200,5,
South of Market,37.77653214,-122.4102065,Apartment,Entire home/apt,600,0,
South of Market,37.77125081,-122.4021252,Loft,Entire home/apt,984,28,
South of Market,37.77348133,-122.4002579,Loft,Private room,189,33,
South of Market,37.78136945,-122.3897703,Apartment,Private room,80,0,
South of Market,37.77254354,-122.4225466,Apartment,Private room,88,84,
South of Market,37.78089513,-122.4051116,Apartment,Private room,155,22,
South of Market,37.76885122,-122.3995944,Camper/RV,Entire home/apt,89,13,
South of Market,37.77920249,-122.4137914,Camper/RV,Entire home/apt,575,0,
South of Market,37.78897299,-122.3895426,Apartment,Entire home/apt,195,2,
South of Market,37.77835292,-122.4105729,Apartment,Entire home/apt,65,0,
South of Market,37.78264417,-122.4044442,Apartment,Private room,149,1,
South of Market,37.77367236,-122.3962331,Apartment,Private room,95,4,
South of Market,37.78662396,-122.3896779,Apartment,Entire home/apt,450,0,
South of Market,37.77519305,-122.4184302,Apartment,Entire home/apt,200,0,
South of Market,37.77413293,-122.4002213,Apartment,Entire home/apt,250,0,
South of Market,37.77299395,-122.4120559,Apartment,Private room,113,1,
South of Market,37.77409496,-122.4167731,Apartment,Private room,195,0,
South of Market,37.77410662,-122.4024929,Loft,Entire home/apt,139,19,
South of Market,37.7805133,-122.3970947,Apartment,Shared room,175,0,
South of Market,37.77940073,-122.4119993,Apartment,Private room,85,0,
South of Market,37.77224602,-122.4142887,Apartment,Private room,100,54,
South of Market,37.77298113,-122.3965329,Apartment,Private room,129,15,
South of Market,37.77944223,-122.3926463,Loft,Private room,119,74,
South of Market,37.77529823,-122.4113671,Apartment,Private room,160,0,
South of Market,37.77512756,-122.4006347,Apartment,Private room,60,0,
South of Market,37.7718599,-122.4231224,Condominium,Entire home/apt,200,13,
South of Market,37.7827483,-122.399022,Apartment,Entire home/apt,200,2,
South of Market,37.78655745,-122.3942087,Condominium,Entire home/apt,160,0,
South of Market,37.7756624,-122.416498,Apartment,Private room,100,10,
South of Market,37.77851931,-122.4075843,Apartment,Private room,200,4,
South of Market,37.77423595,-122.4087124,Apartment,Entire home/apt,270,1,
South of Market,37.78175714,-122.3900189,Condominium,Entire home/apt,350,0,
South of Market,37.77133108,-122.4156673,Apartment,Private room,110,19,
South of Market,37.7816214,-122.4071225,House,Entire home/apt,100,0,
South of Market,37.78460255,-122.3894642,Condominium,Shared room,45,6,
South of Market,37.77785197,-122.4076427,Apartment,Private room,80,2,
South of Market,37.78651552,-122.3916567,Apartment,Entire home/apt,985,0,
South of Market,37.77697684,-122.4136273,Apartment,Entire home/apt,127,29,
South of Market,37.78267257,-122.3985566,Apartment,Private room,450,0,
South of Market,37.77605716,-122.4021978,Condominium,Private room,175,73,
South of Market,37.78309385,-122.3921264,Apartment,Entire home/apt,220,12,
South of Market,37.7827077,-122.3898109,Apartment,Private room,200,0,
South of Market,37.78732258,-122.3926001,Apartment,Private room,270,0,
South of Market,37.78589384,-122.3900965,Apartment,Entire home/apt,170,1,
South of Market,37.77476756,-122.4106821,Apartment,Entire home/apt,349,13,
South of Market,37.77266354,-122.4026481,Loft,Private room,175,1,
South of Market,37.78149912,-122.3948446,Loft,Entire home/apt,280,4,
South of Market,37.77313559,-122.410397,Apartment,Private room,128,115,
South of Market,37.78911002,-122.3913455,Condominium,Private room,149,4,
South of Market,37.7751308,-122.4164635,Apartment,Private room,52,13,
South of Market,37.77671485,-122.4103255,Apartment,Entire home/apt,325,21,
South of Market,37.77459894,-122.3913618,Apartment,Entire home/apt,200,0,
South of Market,37.77775457,-122.4076184,Condominium,Private room,180,0,
South of Market,37.77572545,-122.4133594,Apartment,Entire home/apt,194,53,
South of Market,37.78113965,-122.4077661,Apartment,Entire home/apt,250,34,
South of Market,37.78134139,-122.3954057,Apartment,Private room,90,45,
South of Market,37.78048242,-122.4035844,Apartment,Private room,450,18,
South of Market,37.7708763,-122.4011844,Apartment,Private room,120,0,
South of Market,37.77844607,-122.3941315,Apartment,Shared room,72,1,
South of Market,37.77124255,-122.4056397,Apartment,Private room,10,0,
South of Market,37.7760968,-122.4156511,Apartment,Private room,135,3,
South of Market,37.78126401,-122.4096242,Hostel,Private room,60,4,
South of Market,37.78076274,-122.4072985,Other,Private room,170,10,
South of Market,37.77293988,-122.4024549,Apartment,Private room,200,1,
South of Market,37.77971629,-122.3925064,Loft,Entire home/apt,800,0,
South of Market,37.78245932,-122.3996654,Apartment,Private room,119,9,
South of Market,37.78077925,-122.4067935,Other,Private room,99,29,
South of Market,37.78225177,-122.4072278,House,Private room,150,4,
South of Market,37.77807223,-122.4101026,Apartment,Entire home/apt,595,58,
South of Market,37.78400022,-122.3912123,Apartment,Entire home/apt,1195,0,
South of Market,37.77885469,-122.4036318,Apartment,Shared room,65,94,
South of Market,37.77768409,-122.4083138,Apartment,Private room,400,0,
South of Market,37.78130457,-122.4061229,Other,Private room,170,20,
South of Market,37.77576074,-122.4107342,Loft,Entire home/apt,300,35,
South of Market,37.78778096,-122.3929686,Apartment,Private room,150,0,
South of Market,37.78075564,-122.4009005,Apartment,Private room,115,2,
South of Market,37.77619282,-122.4076458,Apartment,Entire home/apt,225,1,
South of Market,37.7726967,-122.4037042,Apartment,Private room,145,6,
South of Market,37.77888762,-122.4124928,Apartment,Private room,180,0,
South of Market,37.77498573,-122.4063493,Apartment,Entire home/apt,160,37,
South of Market,37.78195304,-122.3957124,Apartment,Private room,97,51,
South of Market,37.77659425,-122.3943964,Apartment,Private room,125,11,
South of Market,37.7764505,-122.4114498,House,Private room,200,0,
South of Market,37.77392802,-122.4179493,Apartment,Entire home/apt,130,16,
South of Market,37.77228839,-122.3923897,Apartment,Shared room,10000,0,
South of Market,37.78112689,-122.3954243,Apartment,Private room,84,26,
South of Market,37.7768203,-122.3972664,Loft,Entire home/apt,399,30,
South of Market,37.78374642,-122.3887551,Apartment,Entire home/apt,325,6,
South of Market,37.77459108,-122.4186844,House,Private room,130,5,
South of Market,37.78184773,-122.4009574,Apartment,Entire home/apt,255,4,
South of Market,37.77822402,-122.4143805,Apartment,Private room,225,0,
South of Market,37.77878377,-122.4069496,Loft,Entire home/apt,129,10,
South of Market,37.77660678,-122.4170113,Apartment,Entire home/apt,145,15,
South of Market,37.77892595,-122.4039089,Condominium,Entire home/apt,239,47,
South of Market,37.77619541,-122.4092683,Apartment,Private room,145,51,
South of Market,37.78039074,-122.4052525,Townhouse,Private room,72,0,
South of Market,37.78230347,-122.3948331,Condominium,Entire home/apt,275,7,
South of Market,37.77682233,-122.4146469,Loft,Entire home/apt,450,9,
South of Market,37.78133541,-122.4091806,Dorm,Private room,85,16,
South of Market,37.77536108,-122.4012348,Loft,Private room,95,128,
South of Market,37.77937194,-122.405218,Apartment,Private room,109,58,
South of Market,37.78051897,-122.4041321,Apartment,Private room,109,24,
South of Market,37.77427027,-122.392892,Apartment,Private room,179,53,
South of Market,37.77847663,-122.3938292,Apartment,Shared room,70,0,
South of Market,37.77988812,-122.4025667,Apartment,Private room,190,19,
South of Market,37.78215607,-122.3900347,Apartment,Private room,125,73,
South of Market,37.77448789,-122.4190299,Apartment,Entire home/apt,0,1,
South of Market,37.77908429,-122.3944654,Apartment,Entire home/apt,350,22,
South of Market,37.77840248,-122.4087132,Loft,Entire home/apt,295,87,
South of Market,37.77708543,-122.4150118,Loft,Entire home/apt,179,2,
South of Market,37.78776029,-122.3925521,Apartment,Entire home/apt,564,4,
South of Market,37.78150777,-122.3900677,Apartment,Shared room,69,9,
South of Market,37.78184231,-122.3956442,Apartment,Entire home/apt,225,5,
South of Market,37.77716352,-122.3925615,Apartment,Entire home/apt,123,2,
South of Market,37.77995145,-122.4053829,Apartment,Entire home/apt,399,41,
South of Market,37.77930659,-122.4100222,Apartment,Private room,100,4,
South of Market,37.78165403,-122.3893454,Apartment,Private room,135,0,
South of Market,37.78302872,-122.3960074,Condominium,Entire home/apt,244,14,
South of Market,37.77907138,-122.4007963,Apartment,Entire home/apt,325,21,
South of Market,37.77510714,-122.4088315,House,Private room,150,90,
South of Market,37.78628804,-122.3904789,Apartment,Entire home/apt,110,1,
South of Market,37.78813507,-122.3916818,Condominium,Entire home/apt,295,14,
South of Market,37.7800005,-122.4036334,Apartment,Private room,130,1,
South of Market,37.77172387,-122.4217953,Apartment,Entire home/apt,175,3,
South of Market,37.78005611,-122.4055183,Other,Private room,180,6,
South of Market,37.77642014,-122.3951609,Apartment,Private room,115,5,
South of Market,37.77524411,-122.4075058,Loft,Shared room,99,214,
South of Market,37.781202,-122.40627,Apartment,Entire home/apt,175,22,
South of Market,37.78292734,-122.3904023,Apartment,Entire home/apt,500,42,
South of Market,37.78661344,-122.3925408,Apartment,Private room,150,2,
South of Market,37.77885638,-122.4097883,Apartment,Entire home/apt,99,10,
South of Market,37.77904538,-122.394631,Apartment,Private room,160,6,
South of Market,37.78241875,-122.4093953,Dorm,Private room,85,102,
South of Market,37.77755711,-122.411618,Apartment,Private room,260,8,
South of Market,37.7818973,-122.4036828,Apartment,Entire home/apt,130,0,
South of Market,37.77682774,-122.3953179,Condominium,Private room,85,56,
South of Market,37.77383254,-122.4118419,Apartment,Private room,110,38,
South of Market,37.77049721,-122.4210605,Apartment,Private room,100,33,
South of Market,37.77547205,-122.4121076,Apartment,Entire home/apt,150,3,
South of Market,37.77941201,-122.3972185,Apartment,Entire home/apt,204,21,
South of Market,37.77992501,-122.4060361,Other,Private room,99,8,
South of Market,37.78725786,-122.3943964,Loft,Entire home/apt,189,12,
South of Market,37.78456202,-122.3897996,Apartment,Entire home/apt,750,0,
South of Market,37.77346553,-122.4111267,House,Entire home/apt,380,1,
South of Market,37.77111826,-122.4131413,House,Entire home/apt,300,0,
South of Market,37.78267437,-122.408911,Dorm,Private room,85,59,
South of Market,37.78823267,-122.3898633,Condominium,Entire home/apt,155,8,
South of Market,37.78233953,-122.3971793,Apartment,Entire home/apt,400,4,
South of Market,37.77696284,-122.4107172,Loft,Entire home/apt,388,71,
South of Market,37.77969966,-122.3994818,Loft,Entire home/apt,375,9,
South of Market,37.78902854,-122.3896951,Condominium,Private room,140,0,
South of Market,37.78506813,-122.3903426,Apartment,Entire home/apt,245,11,
South of Market,37.78829886,-122.3915137,Condominium,Private room,112,23,
South of Market,37.7874535,-122.392859,Apartment,Entire home/apt,650,9,
South of Market,37.7835627,-122.3986909,Apartment,Private room,125,4,
South of Market,37.77702964,-122.4159927,Camper/RV,Entire home/apt,575,0,
South of Market,37.77618998,-122.4140652,Apartment,Private room,150,15,
South of Market,37.77369044,-122.4151378,Loft,Entire home/apt,139,34,
South of Market,37.78492496,-122.3969717,Apartment,Entire home/apt,550,0,
South of Market,37.77630771,-122.3950558,Loft,Entire home/apt,375,35,
South of Market,37.77726303,-122.411828,Apartment,Entire home/apt,120,84,
South of Market,37.77263813,-122.4211116,Apartment,Entire home/apt,200,170,
South of Market,37.77912154,-122.4044758,Apartment,Private room,65,202,
South of Market,37.77646276,-122.4080515,Apartment,Private room,89,12,
South of Market,37.77456069,-122.4192004,House,Private room,89,2,
South of Market,37.77716614,-122.4128224,Apartment,Entire home/apt,225,1,
South of Market,37.77914899,-122.4108134,Condominium,Private room,350,1,
South of Market,37.78433981,-122.4058586,Condominium,Private room,185,29,
South of Market,37.77540369,-122.4062392,Loft,Entire home/apt,250,3,
South of Market,37.77230928,-122.4212974,Apartment,Entire home/apt,310,10,
South of Market,37.77650011,-122.4039755,Apartment,Entire home/apt,360,33,
South of Market,37.77532099,-122.4076847,Loft,Entire home/apt,895,9,
South of Market,37.77539749,-122.4100735,Apartment,Private room,150,0,
South of Market,37.77511871,-122.400899,Apartment,Entire home/apt,1300,0,
South of Market,37.7819048,-122.3914957,Condominium,Entire home/apt,179,0,
South of Market,37.77277261,-122.4053923,Apartment,Private room,96,21,
South of Market,37.77397588,-122.4034854,Apartment,Private room,99,1,
South of Market,37.77440399,-122.410778,Apartment,Entire home/apt,449,17,
South of Market,37.78142063,-122.4056476,Apartment,Private room,85,7,
South of Market,37.77639458,-122.3991142,Apartment,Private room,169,0,
South of Market,37.77576471,-122.4154915,Apartment,Entire home/apt,170,220,
South of Market,37.78054108,-122.4046227,Apartment,Entire home/apt,230,25,
South of Market,37.77061533,-122.4213956,Condominium,Entire home/apt,240,18,
South of Market,37.77486617,-122.3945146,Apartment,Entire home/apt,180,0,
South of Market,37.77935073,-122.3962979,Apartment,Entire home/apt,250,9,
South of Market,37.78774399,-122.3932556,Apartment,Private room,120,9,
South of Market,37.77803915,-122.4145053,Apartment,Private room,82,1,
South of Market,37.77671763,-122.3930931,Apartment,Entire home/apt,183,9,
South of Market,37.77729088,-122.412377,Apartment,Entire home/apt,160,0,
South of Market,37.77615627,-122.4162925,Apartment,Entire home/apt,100,7,
South of Market,37.78155111,-122.3977882,Apartment,Private room,95,3,
South of Market,37.78892697,-122.3922558,Condominium,Entire home/apt,330,9,
South of Market,37.78039264,-122.4079398,Apartment,Entire home/apt,100,1,
South of Market,37.78308988,-122.3890095,Apartment,Private room,85,0,
South of Market,37.77885086,-122.4099157,Apartment,Entire home/apt,1500,0,
South of Market,37.77574611,-122.4107455,Apartment,Private room,120,2,
South of Market,37.77248454,-122.4077985,Loft,Entire home/apt,320,4,
South of Market,37.77794156,-122.4151277,Apartment,Entire home/apt,180,29,
South of Market,37.77717158,-122.4122754,Apartment,Entire home/apt,0,3,
South of Market,37.78125758,-122.3893355,Apartment,Shared room,100,0,
South of Market,37.78662843,-122.3911702,Apartment,Private room,75,13,
South of Market,37.78261523,-122.3943071,Apartment,Entire home/apt,275,2,
